X,Y
-235.1891,-0.05789606
-235.1877,-0.05806991
-235.1734,-0.05790926
-235.1656,-0.05795473
-235.1643,-0.05793832
-235.1636,-0.05795934
-235.1562,-0.05803481
-235.1543,-0.05797074
-235.1532,-0.05781448
-235.1522,-0.0580209
-235.1443,-0.05789869
-235.1343,-0.05779965
-235.124,-0.05799929
-235.1076,-0.05789044
-235.0904,-0.05797257
-235.082,-0.05805477
-235.0523,-0.05790367
-235.0442,-0.05789137
-235.031,-0.05795448
-235.0292,-0.05803727
-235.007,-0.05796957
-234.9912,-0.05805672
-234.985,-0.0579425
-234.9597,-0.05796617
-234.9524,-0.05799806
-234.9499,-0.05799122
-234.9339,-0.05788287
-234.9083,-0.05808084
-234.901,-0.0579642
-234.9007,-0.05789429
-234.8714,-0.05791263
-234.869,-0.05798943
-234.8604,-0.05795447
-234.8582,-0.05798715
-234.8534,-0.05796775
-234.8521,-0.05782161
-234.8441,-0.05793285
-234.8363,-0.05800232
-234.8258,-0.05807346
-234.8191,-0.05791418
-234.8103,-0.05800905
-234.8093,-0.05786994
-234.8078,-0.0579833
-234.7953,-0.0580233
-234.7688,-0.05791974
-234.7672,-0.05797036
-234.7342,-0.05792933
-234.7219,-0.05800295
-234.7213,-0.05798565
-234.7097,-0.05792366
-234.6896,-0.05793406
-234.6877,-0.05784674
-234.6853,-0.05793602
-234.6643,-0.0580795
-234.6641,-0.05798697
-234.6596,-0.05798325
-234.6359,-0.05799066
-234.6346,-0.0580206
-234.6302,-0.05796617
-234.6138,-0.05793026
-234.5958,-0.05792221
-234.5941,-0.05794574
-234.5795,-0.05788426
-234.5734,-0.05791966
-234.5665,-0.0579204
-234.566,-0.05808122
-234.5649,-0.05782863
-234.562,-0.05788003
-234.5325,-0.05798182
-234.5248,-0.05796082
-234.4816,-0.05798053
-234.4707,-0.05795373
-234.4662,-0.05802137
-234.4589,-0.05801765
-234.426,-0.05792243
-234.4253,-0.05794698
-234.4223,-0.05797378
-234.3932,-0.0579555
-234.3923,-0.05805618
-234.3904,-0.05787174
-234.3714,-0.05787116
-234.3619,-0.05792609
-234.3581,-0.05797013
-234.3521,-0.05786935
-234.3324,-0.05800665
-234.332,-0.05807166
-234.3257,-0.05797848
-234.3247,-0.05781371
-234.3169,-0.05794614
-234.3043,-0.05798602
-234.2999,-0.05799775
-234.2834,-0.05792819
-234.2813,-0.05805174
-234.2803,-0.05791902
-234.2389,-0.05790114
-234.2299,-0.05790135
-234.2011,-0.05782432
-234.1983,-0.05798643
-234.1859,-0.05786045
-234.18,-0.05799869
-234.1769,-0.05793183
-234.1662,-0.0580498
-234.1432,-0.05781228
-234.1399,-0.05794959
-234.1392,-0.0580436
-234.1374,-0.05784643
-234.1372,-0.05789653
-234.1146,-0.05788978
-234.0962,-0.05787732
-234.0958,-0.05788425
-234.0792,-0.05784173
-234.0731,-0.05791802
-234.0441,-0.05799205
-234.0382,-0.05800562
-234.0373,-0.05791296
-234.0353,-0.05801101
-234.0136,-0.05793002
-234.0004,-0.05802295
-233.997,-0.05804695
-233.9923,-0.05796245
-233.9904,-0.05788504
-233.977,-0.05786146
-233.9615,-0.0578713
-233.9402,-0.05786631
-233.9359,-0.05807906
-233.9241,-0.05812414
-233.9181,-0.05778653
-233.8895,-0.0580185
-233.8719,-0.05797163
-233.8541,-0.0578506
-233.8462,-0.0578997
-233.8461,-0.0579755
-233.8447,-0.05787531
-233.8342,-0.05789915
-233.8266,-0.0579908
-233.8222,-0.05786965
-233.8139,-0.05787007
-233.8105,-0.05787849
-233.8009,-0.05779933
-233.7638,-0.05787434
-233.744,-0.0580182
-233.7403,-0.05815585
-233.7168,-0.05802838
-233.7151,-0.05792265
-233.7081,-0.05798092
-233.7034,-0.05785844
-233.7,-0.05797757
-233.6973,-0.05796784
-233.694,-0.05787659
-233.6794,-0.05792974
-233.6707,-0.05788657
-233.6698,-0.05796003
-233.6474,-0.0578594
-233.6227,-0.05786214
-233.5919,-0.05794496
-233.5713,-0.05785697
-233.5691,-0.05791835
-233.5649,-0.05788734
-233.5647,-0.05819491
-233.5599,-0.05817255
-233.554,-0.05802728
-233.5537,-0.05796615
-233.5512,-0.0578856
-233.5472,-0.05788253
-233.5455,-0.05775278
-233.528,-0.05790781
-233.5111,-0.05796453
-233.5001,-0.05793049
-233.4823,-0.05785519
-233.453,-0.0578981
-233.4498,-0.05799932
-233.4484,-0.05811587
-233.4314,-0.05788971
-233.4286,-0.05792313
-233.4124,-0.05791223
-233.3914,-0.05801516
-233.3762,-0.05818306
-233.3458,-0.05799092
-233.3445,-0.05795773
-233.3343,-0.05790291
-233.3224,-0.05789036
-233.2995,-0.05798605
-233.2827,-0.05776246
-233.282,-0.05781473
-233.2762,-0.05794438
-233.2587,-0.0581524
-233.2579,-0.05793301
-233.2569,-0.05792129
-233.241,-0.05794702
-233.2324,-0.05799456
-233.2233,-0.0579515
-233.2221,-0.05795546
-233.2082,-0.05787154
-233.1856,-0.05826686
-233.1741,-0.058018
-233.1686,-0.05800881
-233.1584,-0.05793475
-233.1544,-0.05799373
-233.1532,-0.05796869
-233.1474,-0.05780022
-233.1416,-0.05778278
-233.1391,-0.05798188
-233.1124,-0.0578995
-233.1099,-0.05797093
-233.1004,-0.0579657
-233.0998,-0.05793761
-233.0988,-0.05795346
-233.0656,-0.05789931
-233.0164,-0.05801323
-233.0114,-0.05791438
-233.0086,-0.05802937
-233.0048,-0.05816548
-232.9995,-0.05801689
-232.9969,-0.0579006
-232.9666,-0.05789163
-232.9641,-0.0580004
-232.925,-0.05792619
-232.8862,-0.05790646
-232.8837,-0.0581474
-232.8674,-0.0579184
-232.8528,-0.05795324
-232.8525,-0.05787879
-232.8517,-0.05779754
-232.8299,-0.05792585
-232.8277,-0.05803933
-232.8189,-0.05801757
-232.8183,-0.05813643
-232.8128,-0.0580322
-232.81,-0.05794507
-232.7977,-0.05825251
-232.7523,-0.05796578
-232.7488,-0.05800508
-232.7486,-0.05796611
-232.7305,-0.05789781
-232.7283,-0.05784311
-232.7209,-0.05804116
-232.7072,-0.05784027
-232.7003,-0.05794973
-232.6962,-0.05811151
-232.6749,-0.05802533
-232.6742,-0.05790274
-232.6732,-0.05801652
-232.6683,-0.05807617
-232.6642,-0.05796925
-232.6498,-0.0579753
-232.6281,-0.05783189
-232.6126,-0.05798551
-232.6027,-0.05781068
-232.5897,-0.0579676
-232.5826,-0.05802019
-232.5496,-0.05794777
-232.5258,-0.05791307
-232.5239,-0.05793123
-232.5099,-0.05779491
-232.5096,-0.05798919
-232.5065,-0.05805988
-232.5053,-0.05801381
-232.4975,-0.05802241
-232.4922,-0.05802822
-232.4808,-0.05778246
-232.4762,-0.05795638
-232.4567,-0.05802484
-232.4388,-0.05798437
-232.4384,-0.05807361
-232.4246,-0.05797813
-232.4224,-0.05795914
-232.4024,-0.05816731
-232.38,-0.0579536
-232.3797,-0.05793879
-232.3581,-0.0580226
-232.3357,-0.05809723
-232.3162,-0.05782482
-232.2999,-0.05792743
-232.2793,-0.05801246
-232.2764,-0.05801304
-232.2695,-0.05776209
-232.2644,-0.05798073
-232.2457,-0.05805053
-232.2446,-0.05795427
-232.2312,-0.05790739
-232.2307,-0.0579253
-232.2293,-0.05778078
-232.2281,-0.05795342
-232.2097,-0.05789423
-232.202,-0.05811816
-232.1722,-0.05806665
-232.1719,-0.05798049
-232.1585,-0.05810593
-232.1471,-0.05777271
-232.1326,-0.05794065
-232.1059,-0.05780517
-232.103,-0.05798421
-232.0988,-0.0579226
-232.093,-0.05796102
-232.0905,-0.0579547
-232.0866,-0.05791426
-232.086,-0.05786439
-232.0831,-0.05792893
-232.0781,-0.05787173
-232.0543,-0.058034
-232.0141,-0.05782155
-232.0053,-0.05796937
-231.9909,-0.05811494
-231.9889,-0.05804282
-231.9818,-0.0578461
-231.9658,-0.05785247
-231.948,-0.05786769
-231.9463,-0.05783533
-231.9444,-0.0578634
-231.9427,-0.05790146
-231.9406,-0.05798478
-231.9338,-0.05793327
-231.9337,-0.0579537
-231.9244,-0.05799193
-231.9061,-0.0578256
-231.9059,-0.05778001
-231.8725,-0.05778959
-231.8458,-0.05796299
-231.8443,-0.05801908
-231.7996,-0.05796653
-231.7987,-0.05783622
-231.7924,-0.05804646
-231.7828,-0.05786359
-231.7558,-0.057877
-231.7441,-0.05799087
-231.7312,-0.05778715
-231.7308,-0.05793635
-231.7098,-0.05771378
-231.6812,-0.05790707
-231.6753,-0.0578833
-231.6682,-0.05796757
-231.6671,-0.05780745
-231.6625,-0.05803727
-231.6539,-0.05795619
-231.6507,-0.058072
-231.6406,-0.05793871
-231.6371,-0.05779903
-231.6264,-0.05794288
-231.6176,-0.05797644
-231.6057,-0.05796529
-231.5789,-0.05767178
-231.543,-0.05791145
-231.5408,-0.0579144
-231.5269,-0.05780633
-231.5076,-0.05787956
-231.4926,-0.05794301
-231.4847,-0.05802498
-231.4801,-0.05798127
-231.4702,-0.05794086
-231.4663,-0.05804947
-231.4565,-0.05797397
-231.4511,-0.05765277
-231.447,-0.05786446
-231.4171,-0.05792561
-231.4128,-0.05784403
-231.3886,-0.05798092
-231.3876,-0.057827
-231.3813,-0.05788336
-231.3787,-0.05803657
-231.3618,-0.05791926
-231.3598,-0.05792961
-231.3559,-0.05783521
-231.3437,-0.05794525
-231.3277,-0.05798311
-231.3132,-0.05798095
-231.3103,-0.05794276
-231.3028,-0.05792409
-231.2777,-0.05799333
-231.234,-0.05788144
-231.2297,-0.0579664
-231.2153,-0.05795857
-231.2103,-0.05797061
-231.193,-0.05770358
-231.1913,-0.05790302
-231.1909,-0.05783594
-231.1758,-0.05790275
-231.1567,-0.05797777
-231.1557,-0.05799229
-231.1467,-0.05802432
-231.1326,-0.05797255
-231.1285,-0.05777026
-231.108,-0.05790961
-231.1038,-0.05793985
-231.0697,-0.05798826
-231.0675,-0.05791025
-231.0673,-0.05775795
-231.0664,-0.05808955
-231.0464,-0.05793935
-230.9989,-0.05795847
-230.9746,-0.05790753
-230.9675,-0.05791917
-230.9647,-0.05795124
-230.9571,-0.05808526
-230.9307,-0.05785546
-230.9249,-0.05800309
-230.9197,-0.05790596
-230.8985,-0.05793153
-230.8818,-0.05804159
-230.8683,-0.05810684
-230.8659,-0.05803315
-230.8621,-0.05789367
-230.8528,-0.05787364
-230.8505,-0.05794184
-230.8394,-0.0578161
-230.8389,-0.05798179
-230.8152,-0.0580136
-230.8149,-0.05795853
-230.8104,-0.05789515
-230.8103,-0.05782602
-230.8068,-0.05798437
-230.8023,-0.05789993
-230.748,-0.05802087
-230.7287,-0.05784143
-230.72,-0.0580354
-230.6991,-0.05794112
-230.698,-0.05785869
-230.6859,-0.0579834
-230.6844,-0.05795249
-230.6463,-0.05799488
-230.6319,-0.05791131
-230.6302,-0.05798973
-230.6296,-0.05799176
-230.6231,-0.05790138
-230.6155,-0.05798595
-230.6013,-0.05791525
-230.6003,-0.0578197
-230.5717,-0.05789075
-230.5644,-0.05778978
-230.5437,-0.05797426
-230.5329,-0.05814309
-230.5216,-0.0580209
-230.4907,-0.05793873
-230.487,-0.0580087
-230.4859,-0.05796907
-230.4657,-0.0581471
-230.4653,-0.05803892
-230.4519,-0.05790576
-230.4448,-0.05778163
-230.432,-0.05801644
-230.4316,-0.05799249
-230.4097,-0.05795245
-230.4035,-0.05794539
-230.3683,-0.05803007
-230.3621,-0.05802789
-230.3531,-0.05791286
-230.346,-0.05779981
-230.3435,-0.05794265
-230.3273,-0.05790484
-230.3257,-0.05802077
-230.3152,-0.0579506
-230.3078,-0.05782954
-230.3061,-0.0580134
-230.3033,-0.05789757
-230.293,-0.05804357
-230.29,-0.05798828
-230.2864,-0.05795725
-230.2579,-0.05805904
-230.2222,-0.05788675
-230.218,-0.05781054
-230.2043,-0.05805396
-230.1984,-0.05780977
-230.1753,-0.05792051
-230.1593,-0.05802658
-230.1213,-0.05788053
-230.1199,-0.05798737
-230.1185,-0.05803322
-230.1009,-0.05815167
-230.0884,-0.05787852
-230.0795,-0.05783092
-230.0717,-0.05808337
-230.0629,-0.05816146
-230.0572,-0.05795911
-230.047,-0.05789254
-230.0393,-0.05800622
-230.0057,-0.05789355
-229.999,-0.05801228
-229.9944,-0.05787721
-229.9827,-0.05786303
-229.9753,-0.05797521
-229.9629,-0.05786403
-229.9545,-0.05799931
-229.9458,-0.05806887
-229.9429,-0.05804911
-229.9333,-0.05791557
-229.9191,-0.05774753
-229.8996,-0.05787123
-229.8827,-0.05795893
-229.8791,-0.05805661
-229.8587,-0.05789272
-229.8576,-0.05814891
-229.8477,-0.05784174
-229.8348,-0.05799467
-229.8341,-0.05790238
-229.8323,-0.05788323
-229.8228,-0.05790898
-229.7764,-0.05801736
-229.715,-0.05803654
-229.714,-0.05795376
-229.713,-0.05789312
-229.7036,-0.05793956
-229.7026,-0.05787188
-229.7013,-0.05809433
-229.6907,-0.05794615
-229.6893,-0.0579289
-229.6779,-0.05782304
-229.6735,-0.05796717
-229.6714,-0.05809096
-229.6053,-0.05786242
-229.5977,-0.0580891
-229.588,-0.05802801
-229.5798,-0.05799289
-229.5607,-0.05788852
-229.558,-0.05798974
-229.556,-0.05789698
-229.5551,-0.05780093
-229.5545,-0.0579248
-229.5544,-0.05777815
-229.5484,-0.05790915
-229.5344,-0.05775996
-229.5174,-0.05807571
-229.4651,-0.0578999
-229.4559,-0.05787732
-229.4469,-0.05808197
-229.4463,-0.05798826
-229.4318,-0.05798935
-229.4252,-0.05807637
-229.4207,-0.05803462
-229.4103,-0.05779491
-229.4066,-0.05790022
-229.3863,-0.05798053
-229.3465,-0.05791858
-229.3171,-0.05799643
-229.3051,-0.05790396
-229.3001,-0.05773756
-229.2878,-0.05806143
-229.2827,-0.05781227
-229.2773,-0.05790301
-229.2734,-0.05818191
-229.2618,-0.05789115
-229.2437,-0.05803848
-229.2427,-0.05801882
-229.2328,-0.05799474
-229.2294,-0.05788537
-229.224,-0.05795646
-229.1809,-0.05790844
-229.1756,-0.05773604
-229.1576,-0.05807017
-229.1431,-0.05800114
-229.1351,-0.05789823
-229.1164,-0.05781788
-229.1104,-0.05792505
-229.1018,-0.05786574
-229.0808,-0.05802927
-229.0619,-0.05800872
-229.0618,-0.05794415
-229.0582,-0.05797459
-229.0162,-0.05791311
-229.0074,-0.05797561
-228.9774,-0.05794505
-228.9747,-0.05787948
-228.968,-0.05784302
-228.961,-0.05794901
-228.9605,-0.05794147
-228.9266,-0.05794768
-228.9232,-0.05777514
-228.9066,-0.0580052
-228.9055,-0.05790158
-228.8982,-0.05787154
-228.8871,-0.05804665
-228.883,-0.05798525
-228.8706,-0.057989
-228.8605,-0.05783348
-228.8568,-0.0580113
-228.8538,-0.05793556
-228.8495,-0.05787303
-228.8325,-0.0579862
-228.8311,-0.05787428
-228.8286,-0.057927
-228.8218,-0.0578764
-228.7963,-0.05780612
-228.7542,-0.05800889
-228.7351,-0.05782645
-228.7304,-0.05794743
-228.712,-0.05786358
-228.6642,-0.0578774
-228.6618,-0.05795833
-228.6587,-0.05791788
-228.5968,-0.05798594
-228.5878,-0.05787533
-228.5714,-0.05789584
-228.5679,-0.05787086
-228.5661,-0.0579506
-228.5566,-0.05796038
-228.5553,-0.05804904
-228.5423,-0.05786172
-228.5418,-0.05789085
-228.5316,-0.05784724
-228.5306,-0.05796821
-228.5287,-0.05793546
-228.5238,-0.05789416
-228.5216,-0.05802255
-228.5022,-0.05803705
-228.4926,-0.05781827
-228.485,-0.0579321
-228.4195,-0.0579985
-228.4171,-0.05794213
-228.4027,-0.05782325
-228.4017,-0.05804572
-228.3819,-0.05794682
-228.3667,-0.05782804
-228.3615,-0.05794418
-228.356,-0.05806208
-228.3517,-0.05790192
-228.2887,-0.05789669
-228.2877,-0.05784661
-228.2573,-0.05785506
-228.2448,-0.05796109
-228.2381,-0.05804367
-228.2342,-0.05796116
-228.2173,-0.05788645
-228.2164,-0.05786964
-228.2132,-0.05792771
-228.2103,-0.05803173
-228.2041,-0.05794571
-228.188,-0.05809312
-228.1742,-0.05790003
-228.1643,-0.0580291
-228.1616,-0.05806822
-228.1469,-0.05791595
-228.1361,-0.05811137
-228.1338,-0.05782025
-228.1235,-0.05785535
-228.1129,-0.05785778
-228.0946,-0.05799124
-228.0917,-0.05805525
-228.0694,-0.05796368
-228.0352,-0.0578822
-228.0304,-0.05812798
-228.0188,-0.05810773
-227.9986,-0.05787611
-227.9973,-0.0578916
-227.9457,-0.05789722
-227.9377,-0.05795739
-227.9218,-0.05774486
-227.9173,-0.05801691
-227.9126,-0.05788463
-227.9116,-0.05788798
-227.8678,-0.05785447
-227.8652,-0.05793716
-227.8543,-0.05796753
-227.8268,-0.057872
-227.8111,-0.05791757
-227.7984,-0.05801545
-227.7965,-0.05809509
-227.7681,-0.05821098
-227.7627,-0.05786854
-227.7616,-0.05814807
-227.7609,-0.0579058
-227.7536,-0.05791187
-227.7379,-0.05796794
-227.7351,-0.05788049
-227.7281,-0.05808214
-227.7211,-0.05793825
-227.6788,-0.05808807
-227.6776,-0.05798909
-227.6658,-0.05794914
-227.6547,-0.05795976
-227.6433,-0.05789661
-227.6301,-0.05822911
-227.6281,-0.05792757
-227.6268,-0.05790647
-227.5887,-0.05802516
-227.5726,-0.05796904
-227.5559,-0.05773925
-227.5449,-0.05790843
-227.5416,-0.05797192
-227.5111,-0.05805813
-227.4824,-0.05798194
-227.4664,-0.0579329
-227.4591,-0.0578553
-227.4548,-0.05796458
-227.4414,-0.05791216
-227.4085,-0.05797228
-227.4051,-0.0579965
-227.3835,-0.05793035
-227.3823,-0.05811011
-227.3795,-0.05811047
-227.3586,-0.05782856
-227.3564,-0.05818993
-227.3332,-0.05794689
-227.3229,-0.05802295
-227.3156,-0.05790028
-227.3121,-0.05778489
-227.2968,-0.05811662
-227.2964,-0.05790022
-227.293,-0.05792545
-227.2677,-0.05800854
-227.2574,-0.05791951
-227.2568,-0.05793186
-227.213,-0.05814218
-227.2108,-0.05777031
-227.1747,-0.05808895
-227.1705,-0.05799026
-227.1621,-0.0578763
-227.1562,-0.05790861
-227.147,-0.05801082
-227.1445,-0.05803226
-227.1179,-0.05803154
-227.0968,-0.05793727
-227.0787,-0.05798455
-227.0641,-0.05796068
-227.0156,-0.05787624
-227.0109,-0.05786329
-227.009,-0.05789738
-227.0026,-0.05801597
-226.9963,-0.05800006
-226.9954,-0.05795698
-226.971,-0.05792461
-226.9546,-0.05786769
-226.9413,-0.0579607
-226.9237,-0.0580042
-226.9154,-0.05772179
-226.9136,-0.05798544
-226.8841,-0.05783179
-226.865,-0.05812659
-226.8602,-0.0579923
-226.8423,-0.0579167
-226.84,-0.05801574
-226.7947,-0.05795569
-226.7882,-0.05803775
-226.7738,-0.0579409
-226.7692,-0.05774004
-226.766,-0.0579788
-226.7648,-0.05786509
-226.7598,-0.05802572
-226.7546,-0.0580442
-226.7318,-0.05788131
-226.7128,-0.05793217
-226.6864,-0.05791022
-226.6468,-0.05790384
-226.636,-0.05778164
-226.6198,-0.05795071
-226.6146,-0.05803417
-226.5995,-0.05789578
-226.5916,-0.05798929
-226.591,-0.05789263
-226.5835,-0.05798093
-226.548,-0.05790399
-226.5311,-0.05797983
-226.5231,-0.05790513
-226.5219,-0.05794934
-226.475,-0.05786705
-226.4741,-0.05789538
-226.4733,-0.05785269
-226.4549,-0.05799681
-226.4417,-0.05783175
-226.436,-0.05810152
-226.4209,-0.05801384
-226.4166,-0.05797901
-226.4086,-0.05795127
-226.39,-0.05801667
-226.3894,-0.05793849
-226.3886,-0.05778887
-226.3647,-0.05789565
-226.3459,-0.05798306
-226.3158,-0.05800188
-226.3032,-0.05792027
-226.2957,-0.05790629
-226.2624,-0.05782044
-226.2604,-0.05789035
-226.2593,-0.05794869
-226.2546,-0.05802685
-226.247,-0.05783733
-226.2328,-0.05796403
-226.224,-0.05791387
-226.2116,-0.05798642
-226.1796,-0.05798822
-226.1646,-0.05790189
-226.1623,-0.05792885
-226.1367,-0.05798896
-226.1141,-0.05784859
-226.1111,-0.0579029
-226.0859,-0.05796809
-226.0768,-0.05801152
-226.0754,-0.05802512
-226.0474,-0.05789227
-226.0401,-0.0579929
-226.0292,-0.05804194
-226.0115,-0.05790083
-226.0055,-0.0579557
-225.9755,-0.05784735
-225.961,-0.05793115
-225.9405,-0.05796178
-225.9214,-0.05795997
-225.9129,-0.0578563
-225.9032,-0.05798171
-225.9014,-0.05801505
-225.8957,-0.05776628
-225.8727,-0.05793756
-225.8484,-0.0579182
-225.8437,-0.0580373
-225.8387,-0.05782631
-225.7862,-0.05789316
-225.7813,-0.05803117
-225.7653,-0.05800352
-225.7574,-0.05797034
-225.7352,-0.05807753
-225.7307,-0.05793449
-225.7283,-0.05793413
-225.7257,-0.05803908
-225.716,-0.05799129
-225.698,-0.05779418
-225.6923,-0.05810296
-225.6891,-0.05781572
-225.6607,-0.05789325
-225.6323,-0.05798086
-225.6237,-0.05797232
-225.6017,-0.05782929
-225.5901,-0.05794806
-225.5714,-0.0579685
-225.5534,-0.05795811
-225.5441,-0.0577496
-225.5111,-0.05787414
-225.4903,-0.05785381
-225.4845,-0.05797641
-225.4426,-0.05792109
-225.4422,-0.05802178
-225.4231,-0.05794599
-225.4225,-0.05777657
-225.4109,-0.05808709
-225.4023,-0.05784087
-225.3796,-0.05792611
-225.3756,-0.05795913
-225.3678,-0.05822964
-225.3583,-0.0579851
-225.3469,-0.05801762
-225.3117,-0.05783892
-225.3102,-0.05810051
-225.301,-0.05798949
-225.2934,-0.05785915
-225.2932,-0.05796408
-225.2895,-0.05780039
-225.2565,-0.05810947
-225.2521,-0.05804013
-225.2332,-0.05810598
-225.2136,-0.05784907
-225.2049,-0.0580161
-225.2045,-0.05825282
-225.1767,-0.05798551
-225.156,-0.05788787
-225.1374,-0.05789367
-225.1259,-0.05788701
-225.1193,-0.0579124
-225.1017,-0.05811201
-225.0897,-0.057953
-225.0805,-0.05783146
-225.0619,-0.05804783
-225.0366,-0.05787658
-225.0105,-0.0578757
-225.0092,-0.05791524
-224.9953,-0.0578512
-224.994,-0.05783413
-224.9783,-0.05801119
-224.9544,-0.05785199
-224.9294,-0.05804429
-224.9246,-0.05796352
-224.9197,-0.05807579
-224.9137,-0.05784165
-224.8753,-0.05807103
-224.8725,-0.05820723
-224.8718,-0.05797605
-224.8645,-0.05807813
-224.8355,-0.05796955
-224.8232,-0.05797231
-224.8142,-0.05798362
-224.7696,-0.05800777
-224.766,-0.05784366
-224.7415,-0.05778199
-224.7324,-0.05788173
-224.7213,-0.05787622
-224.7,-0.05776079
-224.6962,-0.05802318
-224.6938,-0.05786378
-224.6933,-0.05796885
-224.6897,-0.05810061
-224.6858,-0.05808827
-224.6573,-0.05797833
-224.6297,-0.05812249
-224.6295,-0.05798933
-224.60815,-0.057716775
-224.603,-0.05790992
-224.5935,-0.05807099
-224.5909,-0.05800044
-224.5481,-0.05776101
-224.5381,-0.05807071
-224.5165,-0.05803344
-224.4889,-0.05812951
-224.4818,-0.05776001
-224.4749,-0.0580012
-224.4662,-0.05786796
-224.4461,-0.05789197
-224.4291,-0.05792616
-224.4238,-0.05795346
-224.4224,-0.05802101
-224.4058,-0.05791154
-224.3885,-0.05783853
-224.3714,-0.05798338
-224.3511,-0.05788584
-224.3369,-0.05792088
-224.33535,-0.05750707
-224.3345,-0.05792477
-224.3139,-0.05806764
-224.2825,-0.05796235
-224.2742,-0.05804076
-224.2714,-0.05800625
-224.2542,-0.05817553
-224.2499,-0.05781523
-224.2197,-0.05780913
-224.2031,-0.05803804
-224.1922,-0.05811032
-224.1821,-0.05790432
-224.1752,-0.05801976
-224.1715,-0.05790906
-224.1231,-0.05779054
-224.1203,-0.05783449
-224.092,-0.05784992
-224.0876,-0.05803524
-224.0786,-0.05793337
-224.0723,-0.0580139
-224.0464,-0.05807047
-224.042,-0.05771907
-224.0254,-0.05782862
-224.0134,-0.05786953
-223.9919,-0.05802194
-223.9809,-0.05787922
-223.9525,-0.05791003
-223.9023,-0.05803028
-223.8918,-0.05787931
-223.8912,-0.05796962
-223.8748,-0.05794626
-223.8618,-0.05800675
-223.8391,-0.05794394
-223.8376,-0.05781896
-223.8304,-0.05794533
-223.814,-0.05819387
-223.8046,-0.05778919
-223.7988,-0.05788948
-223.7495,-0.05800355
-223.7485,-0.05797887
-223.7286,-0.05794474
-223.7229,-0.05803031
-223.7207,-0.05802731
-223.6952,-0.05801968
-223.6831,-0.0579298
-223.6811,-0.0577605
-223.6548,-0.05799725
-223.6529,-0.05798714
-223.6104,-0.05776009
-223.5989,-0.0579372
-223.5839,-0.05769645
-223.5801,-0.05787583
-223.5775,-0.05797682
-223.5688,-0.057991
-223.5532,-0.05787569
-223.5519,-0.05802185
-223.5465,-0.0579892
-223.5315,-0.05784827
-223.5049,-0.05797282
-223.4804,-0.05788899
-223.4637,-0.05774263
-223.4464,-0.05791269
-223.4406,-0.05793857
-223.4315,-0.05791229
-223.3714,-0.05811954
-223.3543,-0.05799302
-223.3533,-0.0580189
-223.3378,-0.05798704
-223.3317,-0.05783211
-223.3063,-0.05797316
-223.2659,-0.05781551
-223.2639,-0.05794794
-223.26,-0.05796583
-223.2468,-0.05789705
-223.2414,-0.05793573
-223.2393,-0.05798904
-223.2117,-0.05785874
-223.2018,-0.05798322
-223.1825,-0.05779726
-223.1564,-0.05800149
-223.1397,-0.05793303
-223.1382,-0.05786153
-223.1252,-0.05796951
-223.0884,-0.05808602
-223.0697,-0.05793902
-223.0579,-0.05795152
-223.0397,-0.05791519
-223.0004,-0.05799322
-222.9876,-0.0580093
-222.9845,-0.05798389
-222.9836,-0.05800289
-222.9785,-0.05796887
-222.9487,-0.05783477
-222.9467,-0.0578424
-222.9099,-0.05793507
-222.8969,-0.05800007
-222.8925,-0.05794102
-222.8919,-0.05789229
-222.8583,-0.0579196
-222.8453,-0.05783293
-222.8326,-0.05804963
-222.8293,-0.05805362
-222.8261,-0.05800531
-222.8062,-0.0580966
-222.8039,-0.05800416
-222.7957,-0.05784757
-222.7716,-0.0578548
-222.7503,-0.05800385
-222.7289,-0.05797311
-222.7192,-0.0580031
-222.7086,-0.05799677
-222.698,-0.05783443
-222.6896,-0.05792118
-222.6864,-0.05819256
-222.6767,-0.05788824
-222.6738,-0.05803579
-222.6635,-0.05797134
-222.6372,-0.05783754
-222.6356,-0.05793254
-222.622,-0.0580209
-222.5089,-0.05787402
-222.5075,-0.05820582
-222.4977,-0.05795087
-222.4967,-0.05790333
-222.4616,-0.05792304
-222.457,-0.05806433
-222.453,-0.05823123
-222.4329,-0.05799253
-222.4166,-0.05797211
-222.4074,-0.0578563
-222.4048,-0.0578355
-222.3866,-0.05801179
-222.3705,-0.0578363
-222.3565,-0.05800882
-222.3541,-0.05794733
-222.3444,-0.05825995
-222.3199,-0.05803866
-222.3074,-0.0579259
-222.2835,-0.05818909
-222.2669,-0.0580072
-222.2119,-0.05802212
-222.2103,-0.05806584
-222.1921,-0.0579618
-222.1657,-0.05801937
-222.1604,-0.05791797
-222.1194,-0.05778316
-222.1156,-0.05787382
-222.104,-0.05799707
-222.1027,-0.05825141
-222.0964,-0.05785112
-222.0629,-0.05798389
-222.014,-0.0583039
-222.0067,-0.0579027
-222.0001,-0.05806784
-221.9994,-0.0580202
-221.9919,-0.05786493
-221.9036,-0.057544
-221.8844,-0.05796784
-221.881,-0.05807581
-221.8778,-0.05793469
-221.8645,-0.0580024
-221.8419,-0.05829462
-221.834,-0.05779796
-221.8291,-0.05789878
-221.8239,-0.05807551
-221.8237,-0.05787514
-221.8217,-0.05787011
-221.8195,-0.0580298
-221.8129,-0.057871215000000004
-221.8008,-0.05809468
-221.7474,-0.05812409
-221.7337,-0.05794476
-221.7147,-0.05775339
-221.701,-0.05785879
-221.6881,-0.05798259
